cardioVascularSystem.systemicCirculation.systemicVeinsElacticBloodCompartment.const4.k;ml
cardioVascularSystem.systemicCirculation.systemicVeinsElacticBloodCompartment.initialSystemisVeinsVol;ml
cardioVascularSystem.systemicCirculation.V0_artys.k;ml
cardioVascularSystem.systemicCirculation.peripheral.skeletalMuscle.metabolicVasolidation.OnTau;min
cardioVascularSystem.systemicCirculation.G.k;m/s2
cardioVascularSystem.systemicCirculation.gravityHydrostaticDifference.GravityAcceleration;m/s2
cardioVascularSystem.systemicCirculation.hydrostaticDifference.GravityAcceleration;m/s2
cardioVascularSystem.systemicCirculation.hydrostaticDifference1.GravityAcceleration;m/s2
cardioVascularSystem.systemicCirculation.gravityHydrostaticDifference.ro;kg/l
cardioVascularSystem.systemicCirculation.hydrostaticDifference.ro;kg/l
cardioVascularSystem.systemicCirculation.hydrostaticDifference1.ro;kg/l
cardioVascularSystem.systemicCirculation.peripheral.kidney.AfferentArtery.kidneyMyogenic.Tau;h
cardioVascularSystem.systemicCirculation.peripheral.kidney.AfferentArtery.Tau_PressureAdoption;h
cardioVascularSystem.heart.atriopeptin.DegradeK.k;1/min
cardioVascularSystem.heart.SA_node.Constant1.k;1/min
cardioVascularSystem.systemicCirculation.peripheral.kidney.AfferentArtery.K_PressureChange;1/min
cardioVascularSystem.systemicCirculation.peripheral.skeletalMuscle.RateEffect.Xscale;1/min
cardioVascularSystem.heart.leftVentricle.betaReceptorsActivityFactor.HUMORALK;1
cardioVascularSystem.heart.leftVentricle.betaReceptorsActivityFactor.NEURALK;1
cardioVascularSystem.heart.leftVentricle.n_Diastole;1
cardioVascularSystem.heart.leftVentricle.n_Systole;1
cardioVascularSystem.heart.leftVentricle.Vol_SteadyState.k1;1
cardioVascularSystem.heart.leftVentricle.Vol_SteadyState.k2;1
cardioVascularSystem.heart.rightVentricle.betaReceptorsActivityFactor.HUMORALK;1
cardioVascularSystem.heart.rightVentricle.betaReceptorsActivityFactor.NEURALK;1
cardioVascularSystem.heart.rightVentricle.n_Diastole;1
cardioVascularSystem.heart.rightVentricle.n_Systole;1
cardioVascularSystem.heart.rightVentricle.Vol_SteadyState.k1;1
cardioVascularSystem.heart.rightVentricle.Vol_SteadyState.k2;1
cardioVascularSystem.heart.SA_node.betaReceptorsActivityFactor.HUMORALK;1
cardioVascularSystem.heart.SA_node.betaReceptorsActivityFactor.NEURALK;1
cardioVascularSystem.pulmonaryCirculation.lungBloodFlow.BasicRLShuntFraction;1
cardioVascularSystem.redCells.H2O.k;1
cardioVascularSystem.systemicCirculation.leftCororaryCirculation.aplhaReceptorsActivityFactor.HUMORALK;1
cardioVascularSystem.systemicCirculation.leftCororaryCirculation.aplhaReceptorsActivityFactor.NEURALK;1
cardioVascularSystem.systemicCirculation.peripheral.bone.AplhaReceptors_Bone.HUMORALK;1
cardioVascularSystem.systemicCirculation.peripheral.bone.AplhaReceptors_Bone.NEURALK;1
cardioVascularSystem.systemicCirculation.peripheral.fat.AplhaReceptors_Fat.HUMORALK;1
cardioVascularSystem.systemicCirculation.peripheral.fat.AplhaReceptors_Fat.NEURALK;1
cardioVascularSystem.systemicCirculation.peripheral.kidney.AplhaReceptors_KidneyAfferentArtery.HUMORALK;1
cardioVascularSystem.systemicCirculation.peripheral.kidney.AplhaReceptors_KidneyAfferentArtery.NEURALK;1
cardioVascularSystem.systemicCirculation.peripheral.kidney.AplhaReceptors_KidneyEfferentArtery.HUMORALK;1
cardioVascularSystem.systemicCirculation.peripheral.kidney.AplhaReceptors_KidneyEfferentArtery.NEURALK;1
cardioVascularSystem.systemicCirculation.peripheral.otherTissue.AplhaReceptors_OtherTissue.HUMORALK;1
cardioVascularSystem.systemicCirculation.peripheral.otherTissue.AplhaReceptors_OtherTissue.NEURALK;1
cardioVascularSystem.systemicCirculation.peripheral.respiratoryMuscle.aplhaReceptorsActivityFactor.HUMORALK;1
cardioVascularSystem.systemicCirculation.peripheral.respiratoryMuscle.aplhaReceptorsActivityFactor.NEURALK;1
cardioVascularSystem.systemicCirculation.peripheral.skeletalMuscle.aplhaReceptorsActivityFactor.HUMORALK;1
cardioVascularSystem.systemicCirculation.peripheral.skeletalMuscle.aplhaReceptorsActivityFactor.NEURALK;1
cardioVascularSystem.systemicCirculation.splanchnicCirculation.GITract.AplhaReceptors.HUMORALK;1
cardioVascularSystem.systemicCirculation.splanchnicCirculation.GITract.AplhaReceptors.NEURALK;1
cardioVascularSystem.systemicCirculation.systemicVeinsElacticBloodCompartment.AplhaReceptors.HUMORALK;1
cardioVascularSystem.systemicCirculation.systemicVeinsElacticBloodCompartment.AplhaReceptors.NEURALK;1
cardioVascularSystem.systemicCirculation.rightCororaryCirculation.aplhaReceptorsActivityFactor.HUMORALK;1
cardioVascularSystem.systemicCirculation.rightCororaryCirculation.aplhaReceptorsActivityFactor.NEURALK;1
cardioVascularSystem.systemicCirculation.leftCororaryCirculation.Vasculature.integrator.y_start;1
cardioVascularSystem.systemicCirculation.peripheral.kidney.IFP.k;1
cardioVascularSystem.systemicCirculation.peripheral.kidney.TGFEffect.initialValue;1
cardioVascularSystem.systemicCirculation.rightCororaryCirculation.Vasculature.integrator.y_start;1
